Seed, Runtime(s), melmax
2, 6.05, 74.00
3, 6.28, 76.00
4, 6.65, 74.00
1, 7.18, 73.00
5, 5.65, 76.00
7, 6.47, 76.00
6, 6.76, 74.00
8, 6.99, 74.00
12, 7.76, 76.00
10, 7.96, 73.00
9, 8.12, 76.00
11, 8.34, 74.00
16, 8.01, 74.00
15, 8.51, 73.00
13, 8.84, 74.00
14, 9.08, 75.00
20, 7.23, 74.00
18, 7.56, 76.00
17, 7.68, 73.00
19, 8.42, 73.00
22, 7.05, 74.00
21, 7.45, 76.00
23, 7.66, 76.00
24, 7.71, 74.00
25, 7.20, 76.00
26, 7.30, 73.00
27, 7.41, 74.00
28, 7.61, 73.00
29, 5.48, 74.00
30, 5.91, 76.00
