Seed, Runtime(s), melmax
2, 5.61, 93.00
3, 6.11, 91.00
1, 6.14, 90.00
4, 6.25, 93.00
7, 5.22, 93.00
6, 5.50, 89.00
5, 5.61, 94.00
8, 5.86, 94.00
11, 5.91, 91.00
10, 6.03, 90.00
9, 6.05, 87.00
12, 6.34, 91.00
16, 6.31, 94.00
15, 6.47, 90.00
14, 6.52, 90.00
13, 6.58, 94.00
20, 5.35, 93.00
18, 5.70, 94.00
19, 6.04, 92.00
17, 6.15, 92.00
21, 5.47, 89.00
24, 5.67, 94.00
23, 5.87, 94.00
22, 5.88, 94.00
27, 5.35, 93.00
26, 5.48, 93.00
28, 5.48, 94.00
25, 6.08, 94.00
29, 3.84, 92.00
30, 4.41, 94.00
