Seed, Runtime(s), melmax
5, 14.12, 178
6, 14.56, 178
4, 14.62, 178
1, 14.63, 178
2, 15.77, 178
3, 15.87, 180
11, 13.99, 178
7, 14.00, 179
9, 14.19, 178
12, 14.56, 178
10, 15.03, 180
8, 15.41, 178
14, 13.62, 178
18, 13.76, 178
15, 14.21, 177
17, 14.29, 178
13, 14.49, 178
16, 14.58, 180
20, 13.81, 177
24, 13.96, 180
19, 14.21, 179
23, 14.27, 178
21, 14.72, 178
22, 15.20, 178
30, 14.08, 178
28, 14.54, 177
29, 14.57, 178
25, 14.73, 180
27, 14.83, 177
26, 15.09, 178
