Seed, Runtime(s), melmax
3, 71.74, 276
4, 74.13, 280
5, 75.46, 276
6, 77.70, 277
1, 79.11, 276
2, 79.61, 279
11, 71.38, 274
9, 72.40, 277
7, 73.79, 278
12, 78.39, 281
10, 78.75, 279
8, 80.61, 279
13, 74.11, 276
16, 75.05, 281
15, 75.58, 275
17, 76.14, 279
14, 77.08, 277
18, 79.21, 280
24, 71.08, 279
22, 73.97, 273
21, 75.71, 276
23, 76.17, 280
19, 76.26, 279
20, 78.40, 277
30, 67.58, 277
29, 73.50, 281
28, 73.96, 277
26, 74.30, 278
25, 75.05, 277
27, 75.74, 273
