Seed, Runtime(s), melmax
3, 32.32, 213
1, 32.65, 215
5, 32.93, 213
4, 33.75, 213
2, 34.15, 213
6, 34.84, 215
9, 32.72, 211
11, 33.65, 213
10, 34.23, 212
12, 34.50, 215
7, 34.76, 213
8, 36.77, 216
15, 32.93, 213
13, 33.56, 212
18, 34.32, 212
17, 34.90, 212
16, 35.19, 215
14, 37.91, 213
20, 32.64, 212
22, 34.01, 213
19, 34.06, 215
24, 34.88, 212
23, 36.07, 213
21, 36.26, 215
27, 33.39, 213
25, 33.78, 213
29, 34.80, 215
28, 35.17, 213
26, 35.79, 214
30, 35.92, 214
