Seed, Runtime(s), ecmin
4, 177.00, 2712.00
6, 179.65, 2715.00
3, 179.96, 2703.00
2, 182.59, 2718.00
5, 183.78, 2718.00
1, 184.86, 2718.00
11, 174.61, 2712.00
7, 181.35, 2706.00
9, 181.91, 2718.00
12, 182.99, 2709.00
8, 183.88, 2715.00
10, 186.18, 2721.00
16, 169.39, 2718.00
14, 171.01, 2703.00
17, 174.33, 2727.00
18, 179.01, 2715.00
15, 182.16, 2715.00
13, 184.25, 2703.00
19, 171.66, 2721.00
22, 176.24, 2721.00
21, 179.67, 2709.00
23, 180.63, 2712.00
20, 180.87, 2709.00
24, 183.66, 2715.00
29, 175.32, 2718.00
26, 177.79, 2715.00
27, 178.14, 2706.00
30, 178.35, 2715.00
25, 179.28, 2715.00
28, 185.94, 2721.00
