Seed, Runtime(s), mecmin
2, 10.68, 1059
1, 11.38, 1065
4, 10.79, 1059
3, 11.19, 1056
5, 10.52, 1062
6, 11.23, 1056
7, 11.14, 1053
8, 11.23, 1059
9, 10.45, 1056
10, 10.76, 1059
12, 11.35, 1062
11, 12.01, 1059
14, 10.57, 1050
13, 11.79, 1059
16, 10.50, 1059
15, 12.23, 1059
18, 11.19, 1059
17, 11.55, 1056
20, 10.91, 1062
19, 11.21, 1053
21, 11.16, 1059
22, 11.37, 1062
23, 10.55, 1062
24, 11.29, 1059
25, 11.34, 1056
26, 11.53, 1056
27, 12.14, 1059
28, 12.16, 1050
29, 10.63, 1062
30, 11.35, 1062
