Seed, Runtime(s), mecmin
1, 36.97, 1947
2, 40.59, 1941
3, 36.13, 1941
4, 36.81, 1941
6, 33.09, 1938
5, 33.71, 1944
7, 30.99, 1941
8, 31.60, 1944
10, 34.62, 1941
9, 34.64, 1941
12, 35.67, 1941
11, 37.54, 1941
14, 33.58, 1941
13, 34.91, 1941
15, 34.87, 1947
16, 35.19, 1944
18, 30.61, 1941
17, 30.69, 1941
20, 30.41, 1938
19, 31.09, 1932
22, 30.01, 1944
21, 31.35, 1947
24, 30.59, 1938
23, 32.34, 1941
25, 34.36, 1947
26, 35.16, 1941
27, 36.49, 1944
28, 36.83, 1944
29, 34.83, 1941
30, 35.61, 1938
