Seed, Runtime(s), mecmin
2, 56.50, 2721
1, 57.70, 2724
3, 53.35, 2730
4, 55.80, 2718
6, 54.26, 2727
5, 54.37, 2727
7, 60.27, 2715
8, 61.23, 2712
9, 57.98, 2733
10, 63.10, 2727
11, 54.54, 2730
12, 57.00, 2739
14, 52.02, 2730
13, 54.66, 2727
15, 50.35, 2724
16, 50.42, 2733
17, 52.06, 2730
18, 53.08, 2727
20, 51.14, 2715
19, 54.97, 2724
22, 51.10, 2721
21, 53.96, 2724
24, 50.02, 2730
23, 56.74, 2724
26, 50.78, 2724
25, 53.56, 2730
28, 51.15, 2727
27, 51.24, 2730
30, 51.80, 2730
29, 56.22, 2730
