Seed, Runtime(s), mecmin
1, 22.87, 1752
2, 23.60, 1758
3, 23.75, 1761
4, 23.96, 1755
6, 23.19, 1752
5, 25.49, 1758
7, 23.99, 1761
8, 24.36, 1764
10, 23.16, 1758
9, 28.20, 1755
11, 21.89, 1758
12, 23.68, 1758
14, 21.90, 1752
13, 22.84, 1758
15, 23.94, 1755
16, 27.78, 1755
17, 23.04, 1758
18, 23.39, 1761
20, 23.90, 1755
19, 24.61, 1761
21, 22.49, 1761
22, 24.03, 1761
24, 22.28, 1758
23, 23.14, 1755
26, 23.37, 1758
25, 25.13, 1752
28, 23.13, 1761
27, 24.28, 1752
29, 25.75, 1761
30, 26.39, 1755
