Seed, Runtime(s), mecmin
4, 62.24, 21
3, 62.48, 23
5, 62.74, 24
1, 63.19, 24
2, 64.39, 21
7, 59.66, 23
8, 64.77, 20
6, 64.98, 23
9, 65.38, 21
10, 68.09, 23
13, 58.78, 27
15, 61.87, 24
14, 62.33, 23
11, 62.99, 23
12, 63.65, 19
17, 57.67, 20
16, 61.26, 21
20, 61.27, 24
18, 63.90, 21
19, 64.03, 21
24, 54.83, 23
21, 57.53, 21
22, 59.50, 27
25, 62.34, 23
23, 63.51, 21
26, 58.90, 22
28, 60.12, 23
30, 61.32, 23
29, 61.46, 20
27, 62.02, 27
