Seed, Runtime(s), mecmin
2, 124.44, 24
4, 128.02, 24
1, 129.76, 25
5, 131.55, 25
3, 132.75, 24
8, 126.30, 25
6, 129.00, 24
9, 130.91, 25
7, 132.87, 25
10, 137.63, 25
14, 132.30, 26
11, 135.66, 24
13, 139.19, 24
15, 140.74, 25
12, 141.49, 24
20, 125.93, 25
17, 135.64, 24
18, 136.76, 24
16, 137.18, 25
19, 138.42, 24
21, 131.61, 25
25, 134.44, 25
24, 134.52, 25
23, 135.10, 24
22, 146.08, 25
28, 131.65, 25
26, 132.03, 24
29, 132.05, 25
30, 134.55, 27
27, 135.88, 25
