Seed, Runtime(s), mecmin
3, 12.77, 18
1, 13.14, 18
2, 13.45, 18
4, 13.55, 18
5, 13.81, 20
8, 10.59, 18
6, 12.65, 18
9, 12.82, 18
10, 13.08, 18
7, 13.18, 18
15, 12.36, 18
12, 12.58, 20
13, 12.65, 20
11, 12.87, 18
14, 13.65, 18
17, 11.70, 17
19, 12.33, 18
18, 12.48, 20
20, 12.57, 18
16, 12.81, 18
21, 12.10, 18
22, 12.22, 18
24, 13.04, 18
25, 13.27, 18
23, 13.31, 18
28, 11.31, 20
30, 12.03, 18
29, 12.06, 18
26, 12.30, 18
27, 12.82, 18
