Seed, Runtime(s), mecmin
5, 38.62, 20
4, 40.48, 23
1, 40.63, 21
3, 41.49, 23
2, 45.01, 21
6, 37.09, 24
10, 41.39, 21
9, 41.39, 21
8, 43.78, 23
7, 43.87, 23
11, 39.92, 23
14, 41.28, 22
12, 44.67, 20
15, 44.91, 23
13, 45.85, 18
16, 40.23, 23
19, 41.80, 20
17, 42.14, 23
20, 43.12, 21
18, 45.05, 21
24, 40.66, 21
21, 42.87, 22
22, 43.04, 23
25, 43.52, 21
23, 43.61, 21
30, 41.21, 20
26, 44.10, 21
27, 45.28, 23
29, 45.88, 23
28, 47.89, 20
