Input, avgRuntime, melmax, best, worst, std
100 4 20, 9.40 74.60 73.00 76.00 1.7400
150 4 20, 15.97 178.56 177.00 180.00 .4900
200 4 20, 27.19 166.16 164.00 169.00 .7500
250 4 20, 39.01 213.56 211.00 216.00 .6600
300 4 20, 58.71 183.20 180.00 186.00 .7400
350 4 20, 84.44 278.23 273.00 282.00 .6800
400 4 20, 111.62 309.53 309.00 311.00 .1800
450 4 20, 151.33 278.33 276.00 282.00 .5800
500 4 20, 183.70 304.86 301.00 308.00 .4900
