Input, avgRuntime, melmax, best, worst, std
100 4 20, 8.36 125.43 124.00 129.00 1.47
150 4 20, 16.15 184.23 179.00 186.00 1.45
200 4 20, 25.48 176.40 174.00 177.00 1.13
250 4 20, 38.50 227.80 226.00 229.00 .92
300 4 20, 49.49 226.33 223.00 229.00 1.05
350 4 20, 75.66 277.06 277.00 278.00 .24
400 4 20, 112.68 330.73 330.00 332.00 .58
450 4 20, 145.50 326.76 321.00 330.00 1.95
500 4 20, 179.11 373.90 370.00 377.00 1.84
