Seed, Runtime(s), ecmin
1, 18.60, 2730
3, 19.42, 2727
4, 19.77, 2733
2, 21.27, 2727
8, 19.38, 2724
6, 19.84, 2739
7, 20.13, 2736
5, 24.29, 2721
9, 18.02, 2736
11, 19.28, 2730
12, 20.57, 2718
10, 20.81, 2739
14, 17.86, 2724
13, 19.51, 2733
15, 27.65, 2727
16, 28.86, 2736
20, 18.28, 2733
17, 18.71, 2736
19, 19.84, 2736
18, 21.05, 2733
21, 18.24, 2739
23, 18.47, 2730
22, 18.53, 2736
24, 23.97, 2724
27, 17.78, 2724
25, 18.80, 2712
28, 23.62, 2727
26, 28.15, 2721
30, 12.71, 2733
29, 12.94, 2727
