Seed, Runtime(s), ecmin
4, 30.88, 2871
3, 31.15, 2865
1, 34.75, 2868
2, 37.24, 2862
7, 24.57, 2871
5, 27.14, 2868
6, 28.41, 2868
8, 32.75, 2862
12, 24.76, 2871
11, 25.66, 2874
10, 25.97, 2865
9, 26.20, 2865
15, 30.19, 2862
16, 33.30, 2859
13, 33.86, 2853
14, 34.32, 2865
18, 23.95, 2862
19, 25.30, 2856
20, 26.23, 2874
17, 33.32, 2856
22, 23.85, 2871
23, 28.14, 2871
24, 28.90, 2847
21, 29.89, 2856
28, 24.75, 2865
25, 24.97, 2865
27, 25.47, 2862
26, 25.45, 2874
29, 16.22, 2865
30, 16.26, 2862
