Seed, Runtime(s), mecmin
5, 45.72, 21
4, 45.95, 24
6, 46.35, 24
1, 47.09, 24
3, 47.33, 24
2, 48.00, 22
7, 44.51, 24
9, 44.46, 23
11, 45.27, 22
12, 45.15, 24
8, 45.47, 22
10, 46.12, 21
15, 44.53, 24
13, 44.82, 24
16, 45.49, 24
14, 46.27, 21
18, 46.68, 22
17, 49.56, 24
19, 44.04, 24
21, 45.74, 24
24, 45.80, 24
23, 46.53, 24
22, 46.76, 23
20, 46.81, 24
25, 41.52, 24
28, 42.22, 24
27, 42.21, 24
26, 43.06, 24
29, 43.19, 24
30, 43.54, 24
