Seed, Runtime(s), mecmin
1, 7.48, 24
3, 8.16, 23
2, 8.13, 23
4, 8.15, 21
6, 7.29, 21
7, 7.42, 23
5, 7.55, 22
8, 8.05, 23
9, 6.68, 20
11, 7.34, 23
10, 7.66, 23
12, 7.99, 23
15, 7.42, 23
16, 7.47, 20
13, 7.85, 23
14, 7.83, 23
18, 7.65, 21
17, 8.42, 23
19, 8.66, 24
20, 8.82, 20
23, 8.27, 23
24, 8.25, 18
22, 8.70, 23
21, 8.75, 23
28, 8.05, 21
27, 8.16, 23
25, 8.37, 20
26, 8.83, 23
29, 6.56, 23
30, 6.85, 23
