Seed, Runtime(s), mecmin
4, 69.06, 23
5, 70.51, 21
3, 70.60, 23
1, 70.75, 20
2, 73.09, 20
6, 73.40, 20
8, 68.71, 20
9, 68.89, 21
10, 69.99, 23
11, 70.22, 23
7, 70.65, 23
12, 72.42, 22
15, 64.41, 23
14, 64.60, 23
18, 65.95, 23
17, 66.52, 20
16, 67.59, 21
13, 70.52, 19
20, 64.31, 23
21, 68.37, 21
23, 68.58, 20
19, 69.21, 23
22, 69.88, 23
24, 71.54, 20
29, 70.27, 20
27, 70.95, 21
25, 72.04, 23
26, 72.42, 23
30, 73.21, 23
28, 73.33, 20
