Seed, Runtime(s), mecmin
3, 16.62, 20
2, 17.12, 18
6, 17.71, 20
1, 18.69, 18
4, 19.28, 18
5, 19.18, 18
8, 18.39, 18
10, 19.22, 17
7, 19.38, 18
11, 19.58, 18
12, 19.81, 18
9, 19.78, 18
14, 17.55, 17
16, 17.85, 18
15, 18.08, 17
17, 18.38, 18
13, 18.83, 18
18, 18.90, 17
22, 18.49, 20
19, 18.54, 18
24, 18.51, 18
20, 18.76, 18
23, 18.94, 18
21, 19.29, 18
29, 18.79, 18
27, 19.00, 18
26, 19.11, 18
28, 19.69, 18
25, 20.41, 20
30, 20.64, 18
