Seed, Runtime(s), mecmin
5, 176.98, 25
4, 177.73, 24
2, 179.89, 27
3, 184.33, 24
1, 186.43, 24
6, 188.04, 25
7, 190.95, 24
9, 191.52, 25
11, 192.03, 24
8, 195.43, 25
10, 196.13, 24
12, 201.42, 25
14, 177.09, 24
16, 177.99, 25
18, 179.74, 25
15, 180.69, 27
17, 181.23, 24
13, 183.00, 25
24, 181.48, 25
19, 183.67, 25
20, 186.60, 25
23, 187.95, 24
21, 188.01, 24
22, 193.27, 24
28, 178.63, 25
27, 179.78, 24
29, 183.12, 27
30, 184.43, 25
26, 184.63, 24
25, 184.71, 25
