Input, avgRuntime, mecmin, best, worst, std
100 4 20, 7.89 22.20 18 24 6.4800
150 4 20, 18.81 18.13 17 20 4.4600
200 4 20, 31.80 20.00 20 20 0
250 4 20, 45.33 23.36 21 24 4.5300
300 4 20, 69.73 21.60 19 23 6.5700
350 4 20, 98.97 22.90 18 27 9.5100
400 4 20, 120.97 21.90 20 24 4.9700
450 4 20, 159.30 27.60 21 34 9.4500
500 4 20, 185.23 24.76 24 27 3.5900
