Seed, Runtime(s), ecmin
1, 5.05, 699
2, 5.51, 699
4, 5.52, 699
3, 5.65, 696
5, 5.17, 699
6, 5.24, 699
8, 5.18, 696
7, 5.58, 699
9, 6.09, 696
10, 6.11, 696
12, 5.38, 699
11, 5.93, 696
13, 5.31, 699
14, 5.37, 696
16, 5.78, 699
15, 6.46, 696
17, 5.90, 699
18, 6.00, 699
19, 4.60, 699
20, 5.95, 699
21, 4.59, 699
22, 6.06, 699
23, 5.69, 696
24, 6.09, 696
26, 4.98, 699
25, 5.83, 699
28, 5.26, 696
27, 5.59, 696
29, 5.66, 696
30, 6.18, 696
