Seed, Runtime(s), ecmin
2, 63.04, 2868
1, 65.35, 2862
3, 64.85, 2856
4, 66.86, 2871
6, 61.45, 2865
5, 62.77, 2856
8, 67.20, 2859
7, 68.21, 2862
10, 60.52, 2862
9, 61.41, 2868
12, 63.11, 2862
11, 64.21, 2868
14, 66.86, 2865
13, 68.04, 2865
15, 61.75, 2868
16, 64.06, 2865
17, 64.10, 2865
18, 65.83, 2853
20, 63.51, 2868
19, 64.83, 2862
21, 72.02, 2865
22, 73.34, 2853
23, 61.49, 2865
24, 63.22, 2865
26, 63.73, 2862
25, 65.86, 2859
28, 61.18, 2859
27, 61.62, 2865
29, 60.96, 2859
30, 62.84, 2865
