Seed, Runtime(s), ecmin
1, 21.19, 1752
2, 21.51, 1758
3, 22.00, 1761
4, 22.17, 1755
6, 21.48, 1752
5, 23.51, 1758
7, 22.05, 1761
8, 22.22, 1764
10, 21.05, 1758
9, 25.80, 1755
11, 20.30, 1758
12, 22.58, 1758
14, 20.98, 1752
13, 21.49, 1758
15, 21.94, 1755
16, 25.58, 1755
18, 20.68, 1761
17, 21.28, 1758
20, 21.41, 1755
19, 21.79, 1761
21, 20.50, 1761
22, 22.48, 1761
24, 21.67, 1758
23, 21.94, 1755
26, 20.94, 1758
25, 23.07, 1752
28, 21.55, 1761
27, 23.11, 1752
29, 21.79, 1761
30, 22.15, 1755
