Seed, Runtime(s), ecmin
1, 27.30, 2037
2, 27.35, 2046
3, 29.03, 2040
4, 29.16, 2043
5, 27.69, 2037
6, 29.06, 2046
8, 27.58, 2043
7, 28.21, 2037
10, 27.49, 2037
9, 29.39, 2043
11, 28.88, 2037
12, 29.39, 2031
13, 27.52, 2040
14, 29.83, 2037
16, 27.81, 2046
15, 29.76, 2043
17, 29.32, 2031
18, 30.52, 2040
19, 27.50, 2034
20, 28.40, 2037
21, 25.63, 2046
22, 27.12, 2049
23, 28.37, 2049
24, 29.85, 2028
25, 27.56, 2043
26, 27.60, 2034
27, 27.25, 2049
28, 31.52, 2037
29, 27.96, 2049
30, 31.65, 2043
