Seed, Runtime(s), ecmin
2, 13.95, 1404
1, 15.84, 1401
4, 14.68, 1407
3, 17.24, 1401
5, 15.15, 1398
6, 15.44, 1398
8, 13.81, 1407
7, 15.18, 1404
9, 15.36, 1401
10, 17.44, 1401
11, 14.16, 1404
12, 14.76, 1410
13, 14.34, 1404
14, 16.77, 1407
15, 15.08, 1401
16, 15.41, 1404
17, 15.13, 1401
18, 15.82, 1404
20, 14.78, 1404
19, 15.54, 1398
21, 16.59, 1398
22, 17.59, 1401
23, 15.81, 1407
24, 16.91, 1404
25, 14.06, 1407
26, 14.62, 1404
27, 15.93, 1407
28, 16.40, 1407
29, 14.98, 1398
30, 15.27, 1398
