Seed, Runtime(s), ecmin
1, 64.83, 2931
2, 65.86, 2937
4, 64.03, 2937
3, 68.05, 2937
6, 62.77, 2940
5, 64.87, 2934
7, 66.89, 2937
8, 67.13, 2940
10, 61.90, 2943
9, 66.40, 2940
12, 65.45, 2937
11, 67.03, 2928
13, 65.58, 2940
14, 69.05, 2937
15, 62.65, 2937
16, 66.39, 2934
18, 63.47, 2940
17, 66.15, 2934
20, 63.46, 2940
19, 63.61, 2940
22, 64.75, 2937
21, 66.67, 2937
24, 63.58, 2934
23, 64.95, 2943
25, 63.71, 2940
26, 67.33, 2937
28, 61.27, 2940
27, 64.10, 2937
29, 63.56, 2937
30, 65.29, 2934
