Seed, Runtime(s), melmax
1, 104.21, 305
2, 107.70, 305
4, 105.60, 307
3, 109.64, 305
5, 114.02, 305
6, 114.89, 304
8, 112.77, 304
7, 116.09, 304
9, 126.59, 305
10, 126.16, 305
11, 104.85, 304
12, 120.29, 307
14, 119.67, 305
13, 134.47, 304
15, 90.00, 303
16, 103.38, 305
18, 96.33, 305
17, 106.51, 305
19, 90.37, 305
20, 102.82, 307
22, 102.11, 302
21, 103.87, 302
23, 105.02, 301
24, 115.39, 305
26, 99.18, 305
25, 102.38, 305
28, 96.74, 305
27, 103.34, 304
29, 96.65, 300
30, 97.20, 305
