Seed, Runtime(s), melmax
2, 44.58, 277
1, 45.15, 277
4, 41.30, 277
3, 42.20, 277
5, 40.14, 277
6, 40.37, 277
8, 40.18, 277
7, 43.18, 277
9, 39.21, 277
10, 43.41, 277
11, 40.35, 277
12, 43.55, 277
13, 41.01, 277
14, 42.59, 277
16, 42.26, 277
15, 43.19, 277
17, 38.40, 277
18, 41.94, 277
20, 37.74, 277
19, 44.84, 277
22, 37.19, 277
21, 38.12, 277
24, 39.55, 277
23, 40.53, 277
26, 38.40, 277
25, 39.76, 277
28, 39.14, 277
27, 41.48, 277
29, 40.97, 277
30, 42.06, 277
