Seed, Runtime(s), melmax
2, 23.65, 227
1, 25.28, 226
4, 24.54, 227
3, 24.78, 228
5, 24.06, 230
6, 25.36, 229
7, 23.64, 228
8, 26.06, 227
9, 22.74, 229
10, 25.85, 228
11, 24.00, 227
12, 24.58, 227
14, 23.07, 228
13, 24.85, 228
15, 24.56, 229
16, 24.71, 228
18, 23.13, 226
17, 24.98, 228
20, 22.87, 227
19, 27.56, 227
22, 23.50, 227
21, 26.29, 228
24, 22.99, 227
23, 27.81, 229
25, 22.77, 229
26, 23.97, 226
27, 23.10, 226
28, 25.49, 227
30, 23.51, 228
29, 23.91, 228
