Seed, Runtime(s), melmax
1, 72.02, 277
2, 74.54, 279
4, 67.75, 276
3, 75.44, 276
5, 75.34, 281
6, 75.40, 279
8, 72.10, 278
7, 74.18, 279
9, 70.95, 279
10, 74.65, 279
12, 72.91, 276
11, 75.75, 280
13, 71.30, 276
14, 80.24, 279
16, 74.50, 278
15, 80.64, 277
18, 68.29, 276
17, 69.31, 275
20, 62.39, 277
19, 76.72, 276
21, 67.87, 279
22, 69.26, 277
24, 76.80, 278
23, 87.95, 279
25, 81.82, 278
26, 89.66, 276
28, 83.61, 276
27, 85.16, 274
30, 74.66, 276
29, 86.29, 278
