Seed, Runtime(s), melmax
1, 40.61, 279
2, 50.31, 282
3, 38.82, 279
4, 43.87, 277
5, 45.13, 279
6, 47.31, 280
8, 45.23, 280
7, 47.78, 276
10, 39.57, 276
9, 45.05, 279
12, 43.52, 277
11, 43.64, 279
14, 40.89, 276
13, 41.21, 279
16, 45.08, 279
15, 46.41, 279
17, 41.37, 279
18, 45.95, 280
20, 44.99, 279
19, 45.38, 278
21, 42.69, 276
22, 47.10, 280
23, 41.82, 276
24, 43.38, 277
26, 45.37, 273
25, 45.65, 279
28, 44.76, 277
27, 45.38, 277
30, 43.23, 279
29, 46.52, 276
