Seed, Runtime(s), melmax
1, 27.19, 226
2, 28.08, 226
3, 31.87, 226
4, 32.68, 226
6, 30.71, 226
5, 32.11, 226
7, 28.98, 226
8, 30.11, 226
9, 27.97, 226
10, 30.09, 227
12, 30.70, 226
11, 30.87, 227
13, 26.70, 226
14, 31.15, 228
16, 28.91, 226
15, 32.63, 226
18, 30.08, 226
17, 30.50, 226
19, 29.45, 226
20, 31.65, 226
22, 27.75, 227
21, 30.06, 226
24, 28.00, 226
23, 31.33, 227
25, 28.94, 226
26, 30.36, 226
27, 27.96, 226
28, 29.30, 224
29, 28.99, 226
30, 32.81, 224
