Seed, Runtime(s), melmax
1, 9.43, 177
2, 11.03, 180
4, 11.70, 177
3, 12.29, 180
6, 10.86, 180
5, 11.20, 178
8, 11.23, 178
7, 12.20, 180
10, 12.05, 177
9, 12.24, 178
11, 10.68, 178
12, 11.05, 177
14, 9.95, 179
13, 10.53, 178
15, 10.38, 178
16, 12.51, 178
18, 11.14, 177
17, 12.21, 177
19, 11.64, 179
20, 11.70, 178
22, 11.64, 178
21, 12.16, 178
23, 11.10, 178
24, 11.17, 179
26, 10.85, 178
25, 11.04, 178
27, 10.38, 178
28, 11.03, 178
29, 11.47, 180
30, 12.46, 178
