Seed, Runtime(s), melmax
1, 112.98, 376
2, 119.81, 371
3, 110.33, 373
4, 114.55, 376
6, 110.74, 374
5, 116.19, 376
8, 120.53, 377
7, 123.35, 372
10, 122.69, 376
9, 129.37, 376
11, 107.24, 376
12, 111.89, 373
13, 119.70, 372
14, 121.16, 372
15, 117.80, 374
16, 133.49, 373
17, 109.89, 372
18, 116.13, 374
20, 106.18, 374
19, 121.97, 375
22, 121.82, 369
21, 124.72, 373
23, 117.97, 372
24, 122.86, 373
26, 114.12, 375
25, 127.91, 374
28, 115.65, 373
27, 125.34, 374
29, 115.19, 374
30, 115.85, 376
