Seed, Runtime(s), melmax
1, 30.11, 182
2, 32.40, 186
3, 32.98, 183
4, 32.99, 182
6, 33.11, 183
5, 36.66, 184
8, 33.34, 182
7, 34.13, 182
9, 30.37, 181
10, 32.02, 184
11, 37.21, 183
12, 37.41, 185
14, 31.53, 183
13, 36.88, 182
15, 33.75, 181
16, 37.79, 184
18, 30.50, 182
17, 39.57, 181
20, 29.49, 182
19, 33.41, 184
22, 35.34, 183
21, 35.76, 183
23, 31.06, 182
24, 31.26, 184
25, 33.70, 182
26, 35.23, 181
27, 34.25, 184
28, 36.21, 183
30, 34.41, 182
29, 34.57, 184
