Seed, Runtime(s), melmax
1, 19.17, 166
2, 20.11, 165
3, 16.40, 165
4, 18.42, 167
5, 18.59, 165
6, 20.49, 165
7, 17.87, 166
8, 19.64, 165
9, 18.77, 165
10, 20.68, 168
11, 18.81, 165
12, 19.83, 165
13, 16.70, 167
14, 19.94, 165
15, 17.70, 165
16, 19.13, 165
18, 19.92, 165
17, 20.70, 166
19, 19.59, 165
20, 21.91, 166
22, 17.33, 166
21, 20.35, 165
23, 18.75, 165
24, 21.07, 165
25, 18.39, 165
26, 19.12, 165
27, 18.13, 165
28, 18.47, 166
29, 18.51, 165
30, 19.31, 166
