Seed, Runtime(s), melmax
1, 18.57, 177
2, 19.89, 174
4, 18.14, 179
3, 20.14, 177
6, 20.01, 174
5, 22.62, 177
8, 22.05, 177
7, 22.62, 177
10, 19.88, 177
9, 22.01, 174
12, 19.50, 177
11, 20.58, 174
13, 19.39, 174
14, 20.59, 177
16, 19.34, 177
15, 19.63, 176
18, 19.70, 174
17, 21.74, 177
20, 19.71, 177
19, 19.78, 177
22, 19.53, 179
21, 21.19, 177
23, 19.31, 174
24, 20.84, 177
25, 20.31, 177
26, 22.42, 174
27, 19.14, 174
28, 20.62, 177
29, 20.68, 177
30, 21.15, 177
