Seed, Runtime(s), melmax
1, 35.28, 226
2, 39.12, 226
4, 37.33, 224
3, 39.59, 228
6, 34.52, 225
5, 36.12, 226
7, 34.98, 226
8, 38.03, 227
9, 38.07, 227
10, 38.84, 226
12, 36.05, 226
11, 37.67, 227
13, 37.06, 226
14, 38.47, 226
15, 34.81, 226
16, 37.00, 226
18, 39.35, 225
17, 39.40, 226
19, 38.02, 226
20, 42.71, 226
22, 37.27, 226
21, 40.30, 226
24, 35.15, 226
23, 36.01, 226
26, 37.23, 229
25, 40.98, 226
28, 34.07, 226
27, 35.41, 226
29, 37.56, 227
30, 37.82, 226
