Seed, Runtime(s), melmax
2, 38.69, 279
1, 39.39, 279
4, 39.35, 277
3, 46.53, 277
5, 43.19, 276
6, 45.77, 279
8, 42.74, 276
7, 44.12, 278
10, 43.47, 277
9, 44.45, 278
11, 42.76, 279
12, 45.71, 277
