Seed, Runtime(s), melmax
1, 12.22, 185
2, 12.67, 182
3, 12.01, 184
4, 13.73, 183
5, 12.95, 185
6, 13.71, 185
7, 13.10, 185
8, 13.21, 185
10, 11.62, 185
9, 13.28, 183
11, 12.21, 183
12, 12.37, 185
13, 12.63, 183
14, 12.75, 184
16, 11.99, 183
15, 12.39, 182
18, 12.09, 185
17, 13.58, 185
19, 11.99, 183
20, 12.54, 183
22, 12.83, 184
21, 13.40, 182
24, 11.86, 182
23, 13.23, 184
26, 12.45, 184
25, 13.18, 185
28, 11.46, 184
27, 13.38, 183
29, 12.00, 185
30, 12.17, 182
