Seed, Runtime(s), melmax
1, 80.51, 326
2, 87.73, 326
4, 70.36, 323
3, 80.19, 326
5, 70.97, 323
6, 75.74, 326
7, 71.47, 324
8, 77.02, 326
9, 76.73, 326
10, 90.91, 326
11, 77.26, 326
12, 78.22, 326
14, 72.97, 322
13, 78.56, 324
16, 68.99, 326
15, 79.46, 326
18, 74.30, 323
17, 74.92, 326
19, 73.75, 326
20, 81.33, 326
21, 75.25, 323
22, 79.44, 326
23, 81.49, 326
24, 85.04, 326
26, 87.10, 326
25, 88.91, 327
28, 86.50, 326
27, 86.75, 326
30, 86.25, 327
29, 88.89, 323
