Seed, Runtime(s), melmax
2, 89.64, 279
1, 91.65, 276
3, 76.48, 276
4, 96.68, 279
5, 93.63, 277
6, 94.78, 280
7, 85.37, 278
8, 96.32, 276
9, 92.14, 280
10, 99.87, 278
11, 90.97, 276
12, 95.91, 276
13, 89.79, 279
14, 105.51, 279
15, 96.62, 277
16, 97.19, 277
18, 95.90, 275
17, 99.94, 275
20, 89.99, 279
19, 98.86, 278
22, 98.03, 279
21, 98.35, 279
23, 94.62, 277
24, 96.39, 277
26, 103.21, 278
25, 107.02, 275
28, 95.66, 278
27, 97.26, 277
29, 88.10, 279
30, 105.89, 279
