Seed, Runtime(s), melmax
2, 10.90, 178
1, 10.96, 180
3, 10.69, 178
4, 11.54, 178
6, 9.21, 178
5, 10.96, 178
7, 9.64, 180
8, 10.89, 179
9, 10.21, 179
10, 11.47, 178
11, 11.34, 178
12, 11.56, 178
13, 10.54, 178
14, 10.85, 178
16, 11.23, 179
15, 11.77, 179
18, 10.37, 177
17, 10.45, 180
19, 11.29, 179
20, 11.43, 178
21, 10.87, 178
22, 11.43, 180
23, 9.71, 178
24, 11.14, 178
26, 10.80, 179
25, 11.65, 178
28, 10.28, 179
27, 10.91, 178
29, 10.49, 179
30, 12.01, 178
