Input, avgRuntime, melmax, best, worst, std
100 4 20, 7.82 124.83 123 127 1.1000
150 4 20, 14.33 183.66 182 185 .5900
200 4 20, 23.32 176.30 174 177 .6800
250 4 20, 32.12 227.03 223 229 .5600
300 4 20, 40.45 226.00 223 229 .5300
350 4 20, 58.30 276.93 276 279 .1800
400 4 20, 84.11 330.46 330 331 .1500
450 4 20, 113.94 325.46 321 328 .5700
500 4 20, 140.05 373.63 372 376 .3300
