Seed, Runtime(s), melmax
3, 11.68, 178
1, 12.27, 180
4, 12.87, 178
2, 12.91, 177
6, 11.32, 178
8, 11.47, 178
5, 12.21, 178
7, 12.92, 178
11, 11.26, 178
10, 11.84, 179
12, 11.97, 176
9, 12.60, 178
14, 10.61, 178
15, 10.87, 178
13, 11.51, 177
16, 11.73, 178
19, 11.47, 179
17, 11.50, 180
18, 12.18, 180
20, 12.70, 178
21, 14.10, 178
23, 15.14, 178
24, 15.44, 178
22, 15.73, 179
26, 12.66, 179
28, 12.67, 178
25, 12.72, 178
27, 13.40, 178
30, 9.01, 178
29, 9.18, 179
