Seed, Runtime(s), melmax
1, 55.93, 276
4, 56.91, 277
3, 57.13, 279
2, 58.43, 277
7, 56.16, 277
6, 56.90, 277
5, 58.06, 277
8, 58.52, 277
10, 56.61, 277
12, 56.79, 277
9, 57.72, 277
11, 58.18, 276
14, 56.11, 276
13, 57.93, 277
16, 58.53, 277
15, 59.56, 277
18, 58.89, 277
19, 59.27, 277
17, 59.91, 277
20, 61.23, 277
21, 59.42, 276
24, 62.55, 277
22, 63.91, 277
23, 64.21, 277
28, 57.19, 277
27, 60.90, 277
25, 63.47, 277
26, 66.14, 277
30, 42.74, 277
29, 49.92, 277
