Seed, Runtime(s), melmax
2, 7.38, 127
1, 7.39, 124
4, 7.51, 124
3, 7.57, 124
6, 6.42, 127
8, 6.78, 127
5, 7.00, 127
7, 7.65, 124
10, 9.08, 124
9, 9.56, 124
11, 9.64, 124
12, 9.71, 124
15, 9.09, 126
16, 9.18, 124
14, 9.15, 127
13, 9.28, 124
17, 7.15, 124
20, 7.67, 124
19, 7.75, 124
18, 7.87, 124
24, 7.65, 127
23, 7.75, 127
21, 8.00, 124
22, 8.03, 123
25, 7.12, 124
28, 7.48, 124
27, 7.60, 127
26, 7.91, 124
29, 4.94, 124
30, 5.32, 124
