Input, avgRuntime, melmax, best, worst, std
100 4 20, 6.85 74.36 73 76 1.6900
150 4 20, 12.26 178.23 176 180 .4700
200 4 20, 20.38 165.76 164 168 .6900
250 4 20, 28.39 212.83 210 215 .7400
300 4 20, 44.00 183.56 181 186 .7200
350 4 20, 59.81 276.73 273 281 .7700
400 4 20, 74.48 309.20 307 311 .3000
450 4 20, 101.20 276.43 271 280 .7100
500 4 20, 120.53 303.76 300 307 .6100
