Seed, Runtime(s), melmax
2, 134.76, 303
3, 134.92, 305
1, 144.29, 306
4, 149.83, 305
8, 117.28, 305
6, 118.89, 304
7, 119.93, 304
5, 128.49, 303
12, 119.16, 305
10, 119.54, 301
11, 120.27, 306
9, 123.50, 305
13, 124.76, 303
16, 125.90, 305
14, 126.93, 307
15, 127.42, 302
20, 121.89, 302
18, 123.90, 304
17, 124.26, 304
19, 125.82, 301
24, 110.70, 301
21, 111.45, 305
23, 115.03, 302
22, 118.05, 307
27, 109.99, 301
25, 111.33, 304
26, 113.36, 303
28, 116.32, 305
29, 81.11, 300
30, 97.00, 305
