Seed, Runtime(s), melmax
1, 23.57, 177
2, 23.97, 177
4, 24.04, 177
3, 25.55, 177
6, 19.72, 174
5, 20.22, 177
7, 20.47, 174
8, 21.09, 177
10, 19.78, 174
9, 19.96, 177
11, 20.63, 177
12, 21.90, 177
15, 19.83, 174
13, 20.07, 177
16, 20.88, 177
14, 21.41, 176
17, 29.09, 174
19, 30.60, 176
20, 30.70, 177
18, 30.80, 174
24, 24.32, 177
22, 24.57, 177
23, 24.91, 177
21, 26.29, 177
27, 24.45, 176
26, 24.60, 177
28, 25.79, 177
25, 25.86, 177
29, 16.40, 177
30, 18.16, 177
