Seed, Runtime(s), melmax
2, 29.51, 214
1, 29.84, 213
3, 30.07, 212
4, 30.39, 215
7, 29.48, 215
5, 30.41, 212
8, 31.06, 212
6, 32.21, 213
9, 28.58, 213
10, 29.11, 210
11, 29.88, 213
12, 30.06, 211
13, 26.86, 213
16, 26.88, 212
15, 28.70, 215
14, 29.14, 213
19, 26.98, 210
17, 28.83, 213
20, 30.38, 215
18, 30.65, 215
24, 24.65, 213
21, 25.07, 213
22, 25.16, 210
23, 26.12, 212
26, 27.15, 210
27, 28.18, 213
28, 29.03, 213
25, 30.15, 215
29, 23.34, 215
30, 23.92, 212
