Seed, Runtime(s), melmax
3, 64.76, 309
2, 67.66, 309
4, 68.90, 310
1, 80.93, 307
6, 82.54, 310
8, 84.56, 309
7, 84.80, 310
5, 87.80, 309
9, 79.34, 309
11, 86.47, 309
10, 87.12, 309
12, 92.60, 309
15, 69.34, 309
13, 69.64, 310
16, 75.91, 309
14, 77.96, 309
18, 65.65, 309
17, 70.45, 310
20, 77.73, 311
19, 80.52, 310
23, 64.22, 309
24, 71.77, 307
21, 76.84, 309
22, 83.16, 307
27, 67.74, 310
26, 68.56, 309
25, 72.88, 311
28, 74.51, 309
29, 49.78, 309
30, 50.55, 310
