Seed, Runtime(s), melmax
4, 14.28, 183
3, 14.32, 183
1, 14.84, 183
2, 15.56, 185
5, 13.83, 182
8, 14.02, 185
6, 14.12, 185
7, 15.22, 183
12, 13.35, 183
10, 14.48, 184
9, 15.73, 185
11, 15.80, 183
13, 13.73, 184
16, 13.89, 183
15, 14.00, 183
14, 15.45, 185
20, 14.07, 185
17, 14.71, 182
18, 15.04, 185
19, 16.02, 184
21, 14.13, 182
23, 14.65, 183
24, 15.07, 182
22, 15.26, 185
28, 13.66, 183
25, 13.93, 185
27, 14.33, 183
26, 14.45, 183
30, 10.13, 184
29, 11.89, 185
