Seed, Runtime(s), melmax
3, 140.13, 376
4, 140.68, 375
1, 141.36, 375
2, 142.88, 372
8, 132.49, 372
5, 133.98, 373
7, 138.93, 372
6, 154.99, 373
9, 132.67, 373
11, 139.14, 373
10, 147.07, 373
12, 148.02, 372
14, 137.06, 374
13, 137.13, 373
16, 139.97, 374
15, 141.79, 376
18, 141.12, 375
17, 144.14, 373
20, 145.08, 374
19, 149.78, 373
23, 144.24, 374
24, 149.03, 374
22, 149.73, 373
21, 151.19, 373
28, 143.30, 376
26, 144.72, 375
25, 145.50, 373
27, 146.14, 375
30, 97.63, 373
29, 101.76, 372
