Seed, Runtime(s), ecmin
5, 193.21, 3369.00
4, 195.12, 3378.00
2, 197.44, 3384.00
3, 199.44, 3378.00
6, 204.54, 3381.00
1, 210.58, 3381.00
11, 183.11, 3369.00
9, 186.87, 3375.00
12, 187.50, 3378.00
10, 188.40, 3381.00
8, 190.99, 3378.00
7, 194.37, 3384.00
18, 200.35, 3378.00
14, 202.83, 3375.00
17, 203.18, 3381.00
13, 204.60, 3378.00
16, 205.94, 3375.00
15, 207.09, 3381.00
20, 193.80, 3378.00
19, 195.99, 3381.00
21, 197.54, 3381.00
24, 198.24, 3375.00
22, 205.08, 3381.00
23, 205.56, 3384.00
28, 185.17, 3384.00
30, 186.84, 3384.00
29, 186.73, 3378.00
27, 189.53, 3375.00
25, 193.90, 3378.00
26, 194.51, 3372.00
