Seed, Runtime(s), ecmin
2, 98.18, 2721.00
3, 102.34, 2724.00
4, 104.31, 2718.00
5, 106.87, 2718.00
6, 107.68, 2721.00
1, 108.80, 2721.00
10, 101.23, 2721.00
7, 103.66, 2721.00
12, 105.54, 2724.00
9, 105.65, 2718.00
11, 107.18, 2724.00
8, 108.07, 2721.00
14, 114.35, 2733.00
15, 122.16, 2721.00
18, 123.44, 2724.00
13, 123.88, 2706.00
17, 124.35, 2724.00
16, 124.59, 2724.00
23, 107.03, 2718.00
21, 108.58, 2715.00
22, 108.97, 2712.00
24, 109.68, 2718.00
19, 111.47, 2718.00
20, 116.22, 2709.00
30, 122.67, 2718.00
28, 123.07, 2712.00
25, 123.55, 2736.00
29, 123.74, 2724.00
27, 127.74, 2721.00
26, 128.18, 2715.00
