Seed, Runtime(s), ecmin
6, 131.37, 2928.00
5, 135.92, 2925.00
2, 136.12, 2943.00
1, 136.36, 2937.00
4, 137.98, 2943.00
3, 139.27, 2934.00
9, 127.50, 2934.00
11, 130.67, 2943.00
7, 130.98, 2934.00
12, 134.72, 2937.00
10, 135.38, 2937.00
8, 135.66, 2928.00
18, 134.75, 2925.00
16, 135.96, 2928.00
17, 140.24, 2943.00
15, 142.78, 2934.00
13, 144.00, 2934.00
14, 144.54, 2943.00
23, 130.05, 2931.00
24, 136.00, 2913.00
21, 137.42, 2937.00
19, 139.55, 2937.00
20, 139.93, 2937.00
22, 143.86, 2937.00
30, 133.05, 2934.00
28, 135.55, 2928.00
25, 135.79, 2937.00
29, 137.25, 2934.00
26, 138.18, 2934.00
27, 138.52, 2940.00
