Seed, Runtime(s), melmax
2, 5.18, 89.00
3, 5.19, 94.00
4, 5.28, 94.00
1, 5.40, 85.00
7, 5.33, 93.00
5, 5.44, 91.00
6, 5.58, 85.00
8, 5.68, 94.00
10, 5.22, 90.00
11, 5.43, 94.00
9, 5.53, 92.00
12, 5.58, 88.00
13, 5.36, 94.00
14, 5.37, 87.00
15, 5.42, 87.00
16, 5.46, 90.00
20, 4.81, 92.00
17, 5.19, 91.00
18, 5.18, 94.00
19, 5.46, 90.00
24, 5.13, 93.00
21, 5.38, 92.00
22, 5.46, 87.00
23, 5.52, 93.00
28, 4.78, 91.00
25, 5.18, 92.00
27, 5.35, 91.00
26, 5.44, 90.00
30, 4.06, 94.00
29, 4.38, 91.00
