seed, runtime(s), ecmin
1, 12.24, 846
2, 12.08, 843
3, 11.26, 846
4, 10.14, 846
5, 9.62, 858
6, 9.39, 861
7, 9.55, 840
8, 10.20, 885
9, 9.56, 840
10, 9.73, 879
11, 10.03, 873
12, 9.79, 846
13, 9.64, 846
14, 9.43, 843
15, 9.79, 843
16, 9.97, 840
17, 10.62, 870
18, 9.57, 831
19, 9.57, 846
20, 9.60, 828
21, 9.57, 846
22, 10.72, 840
23, 10.14, 840
24, 9.87, 852
25, 9.64, 840
26, 9.48, 936
27, 10.37, 837
28, 10.42, 879
29, 10.17, 852
30, 11.20, 873
