seed, runtime(s), ecmin
1, 9.83, 828
2, 8.85, 810
3, 8.62, 837
4, 8.38, 834
5, 8.30, 819
6, 8.22, 816
7, 10.80, 828
8, 11.87, 846
9, 11.49, 840
10, 11.34, 822
11, 11.95, 837
12, 11.15, 801
13, 11.35, 819
14, 11.48, 840
15, 10.93, 825
16, 11.43, 816
17, 11.77, 837
18, 11.82, 813
19, 11.09, 798
20, 11.15, 813
21, 10.91, 843
22, 11.33, 813
23, 11.56, 807
24, 9.24, 849
25, 8.06, 822
26, 8.55, 822
27, 8.53, 813
28, 8.14, 798
29, 8.57, 804
30, 8.45, 819
